# z	dc	dL	dVc_dz
2.899999999999999911e+00	6.428243872130003034e+00	2.507015110130700819e+01	5.277345562546854580e+02
2.910000000000000142e+00	6.438406849999187109e+00	2.517417078349682313e+01	5.274490565155984996e+02
2.919999999999999929e+00	6.448532288081469943e+00	2.527824656927936076e+01	5.271593849280176300e+02
2.930000000000000160e+00	6.458620409975663890e+00	2.538237821120435811e+01	5.268656047522908921e+02
2.939999999999999947e+00	6.468671437497698129e+00	2.548656546374092713e+01	5.265677784489932947e+02
2.950000000000000178e+00	6.478685590697785379e+00	2.559080808325625611e+01	5.262659676887925571e+02
2.959999999999999964e+00	6.488663087877414526e+00	2.569510582799455989e+01	5.259602333622054857e+02
2.970000000000000195e+00	6.498604145606148741e+00	2.579945845805641014e+01	5.256506355892408919e+02
2.979999999999999982e+00	6.508508978738253958e+00	2.590386573537825399e+01	5.253372337289353027e+02
2.990000000000000213e+00	6.518377800429146163e+00	2.600832742371229500e+01	5.250200863887761216e+02
3.000000000000000000e+00	6.528210822151657489e+00	2.611284328860662995e+01	5.246992514340190610e+02
3.010000000000000231e+00	6.538008253712135343e+00	2.621741309738566272e+01	5.243747859968968896e+02
3.020000000000000018e+00	6.547770303266367442e+00	2.632203661913079529e+01	5.240467464857197228e+02
3.030000000000000249e+00	6.557497177335334548e+00	2.642671362466139939e+01	5.237151885938726537e+02
3.040000000000000036e+00	6.567189080820795333e+00	2.653144388651601560e+01	5.233801673087061772e+02
3.050000000000000266e+00	6.576846217020704266e+00	2.663622717893385783e+01	5.230417369203212274e+02
3.060000000000000053e+00	6.586468787644463418e+00	2.674106327783652048e+01	5.226999510302531462e+02
3.070000000000000284e+00	6.596056992828017940e+00	2.684595196081003721e+01	5.223548625600526520e+02
3.080000000000000071e+00	6.605611031148781009e+00	2.695089300708702851e+01	5.220065237597632404e+02
3.089999999999999858e+00	6.615131099640402468e+00	2.705588619752924728e+01	5.216549862163009266e+02
3.100000000000000089e+00	6.624617393807385568e+00	2.716093131461028065e+01	5.213003008617317846e+02
3.109999999999999876e+00	6.634070107639534974e+00	2.726602814239848627e+01	5.209425179814509193e+02
3.120000000000000107e+00	6.643489433626264429e+00	2.737117646654021286e+01	5.205816872222646907e+02
3.129999999999999893e+00	6.652875562770741880e+00	2.747637607424316641e+01	5.202178576003749413e+02
3.140000000000000124e+00	6.662228684603889839e+00	2.758162675426011035e+01	5.198510775092673839e+02
3.149999999999999911e+00	6.671548987198230307e+00	2.768692829687265800e+01	5.194813947275031296e+02
3.160000000000000142e+00	6.680836657181590255e+00	2.779228049387541688e+01	5.191088564264199476e+02
3.169999999999999929e+00	6.690091879750649895e+00	2.789768313856020754e+01	5.187335091777345042e+02
3.180000000000000160e+00	6.699314838684358620e+00	2.800313602570061633e+01	5.183553989610576309e+02
3.189999999999999947e+00	6.708505716357201720e+00	2.810863895153666903e+01	5.179745711713148921e+02
3.200000000000000178e+00	6.717664693752325888e+00	2.821419171375976731e+01	5.175910706260759753e+02
3.209999999999999964e+00	6.726791950474526161e+00	2.831979411149775316e+01	5.172049415727981341e+02
3.220000000000000195e+00	6.735887664763094307e+00	2.842544594530026458e+01	5.168162276959759538e+02
3.229999999999999982e+00	6.744952013504535770e+00	2.853114701712419077e+01	5.164249721242077840e+02
3.240000000000000213e+00	6.753985172245140944e+00	2.863689713031939732e+01	5.160312174371716765e+02
3.250000000000000000e+00	6.762987315203435656e+00	2.874269608961460065e+01	5.156350056725183322e+02
3.260000000000000231e+00	6.771958615282487770e+00	2.884854370110339516e+01	5.152363783326758266e+02
3.270000000000000018e+00	6.780899244082092991e+00	2.895443977223053267e+01	5.148353763915735044e+02
3.280000000000000249e+00	6.789809371910827451e+00	2.906038411177834391e+01	5.144320403012801535e+02
3.290000000000000036e+00	6.798689167797970612e+00	2.916637652985329510e+01	5.140264099985605526e+02
3.300000000000000266e+00	6.807538799505308269e+00	2.927241683787282867e+01	5.136185249113514146e+02
3.310000000000000053e+00	6.816358433538803219e+00	2.937850484855224664e+01	5.132084239651551343e+02
3.320000000000000284e+00	6.825148235160151344e+00	2.948464037589185693e+01	5.127961455893555467e+02
3.330000000000000071e+00	6.833908368398208033e+00	2.959082323516424040e+01	5.123817277234535368e+02
3.339999999999999858e+00	6.842638996060297352e+00	2.969705324290169202e+01	5.119652078232260237e+02
3.350000000000000089e+00	6.851340279743404871e+00	2.980333021688380768e+01	5.115466228668066151e+02
3.359999999999999876e+00	6.860012379845245256e+00	2.990965397612526289e+01	5.111260093606913415e+02
3.370000000000000107e+00	6.868655455575222391e+00	3.001602434086372284e+01	5.107034033456678230e+02
3.379999999999999893e+00	6.877269664965267815e+00	3.012244113254787337e+01	5.102788404026724720e+02
3.390000000000000124e+00	6.885855164880570811e+00	3.022890417382570760e+01	5.098523556585706160e+02
3.399999999999999911e+00	6.894412111030185919e+00	3.033541328853281982e+01	5.094239837918665899e+02
3.410000000000000142e+00	6.902940657977543637e+00	3.044196830168096923e+01	5.089937590383410111e+02
3.419999999999999929e+00	6.911440959150839447e+00	3.054856903944670776e+01	5.085617151966176834e+02
3.430000000000000160e+00	6.919913166853317144e+00	3.065521532916019254e+01	5.081278856336587069e+02
3.439999999999999947e+00	6.928357432273450023e+00	3.076190699929411565e+01	5.076923032901929105e+02
3.450000000000000178e+00	6.936773905495008385e+00	3.086864387945278665e+01	5.072550006860727763e+02
3.459999999999999964e+00	6.945162735507024010e+00	3.097542580036132520e+01	5.068160099255659929e+02
3.470000000000000195e+00	6.953524070213654262e+00	3.108225259385503847e+01	5.063753627025783999e+02
3.479999999999999982e+00	6.961858056443938736e+00	3.118912409286884824e+01	5.059330903058124704e+02
3.490000000000000213e+00	6.970164839961459080e+00	3.129604013142695251e+01	5.054892236238585497e+02
3.500000000000000000e+00	6.978444565473894023e+00	3.140300054463252266e+01	5.050437931502232800e+02
3.510000000000000231e+00	6.986697376642474921e+00	3.151000516865756396e+01	5.045968289882930549e+02
3.520000000000000018e+00	6.994923416091351598e+00	3.161705384073290404e+01	5.041483608562356267e+02
3.530000000000000249e+00	7.003122825416843611e+00	3.172414639913830570e+01	5.036984180918372545e+02
3.540000000000000036e+00	7.011295745196622242e+00	3.183128268319266496e+01	5.032470296572828374e+02
3.550000000000000266e+00	7.019442314998767252e+00	3.193846253324439743e+01	5.027942241438692008e+02
3.560000000000000053e+00	7.027562673390753467e+00	3.204568579066183531e+01	5.023400297766638687e+02
3.570000000000000284e+00	7.035656957948332568e+00	3.215295229782388020e+01	5.018844744191011955e+02
3.580000000000000071e+00	7.043725305264326941e+00	3.226026189811061329e+01	5.014275855775215405e+02
3.589999999999999858e+00	7.051767850957332939e+00	3.236761443589415421e+01	5.009693904056523479e+02
3.600000000000000089e+00	7.059784729680334436e+00	3.247500975652953770e+01	5.005099157090317590e+02
3.609999999999999876e+00	7.067776075129228452e+00	3.258244770634573939e+01	5.000491879493769716e+02
3.620000000000000107e+00	7.075742020051256631e+00	3.268992813263680830e+01	4.995872332488947336e+02
3.629999999999999893e+00	7.083682696253363886e+00	3.279745088365307737e+01	4.991240773945391993e+02
3.640000000000000124e+00	7.091598234610458462e+00	3.290501580859253039e+01	4.986597458422145337e+02
3.649999999999999911e+00	7.099488765073589391e+00	3.301262275759219733e+01	4.981942637209234022e+02
3.660000000000000142e+00	7.107354416678051123e+00	3.312027158171972019e+01	4.977276558368630504e+02
3.669999999999999929e+00	7.115195317551390453e+00	3.322796213296499701e+01	4.972599466774698271e+02
3.680000000000000160e+00	7.123011594921339729e+00	3.333569426423186854e+01	4.967911604154100473e+02
3.689999999999999947e+00	7.130803375123671017e+00	3.344346782933001805e+01	4.963213209125220828e+02
3.700000000000000178e+00	7.138570783609963222e+00	3.355128268296682847e+01	4.958504517237067262e+02
3.709999999999999964e+00	7.146313944955297259e+00	3.365913868073945281e+01	4.953785761007692940e+02
3.720000000000000195e+00	7.154032982865867751e+00	3.376703567912689863e+01	4.949057169962096623e+02
3.729999999999999982e+00	7.161728020186520993e+00	3.387497353548224766e+01	4.944318970669683040e+02
3.740000000000000213e+00	7.169399178908212988e+00	3.398295210802493216e+01	4.939571386781200317e+02
3.750000000000000000e+00	7.177046580175399981e+00	3.409097125583314636e+01	4.934814639065237998e+02
3.760000000000000231e+00	7.184670344293337507e+00	3.419903083883628625e+01	4.930048945444237347e+02
3.770000000000000018e+00	7.192270590735327040e+00	3.430713071780751022e+01	4.925274521030061692e+02
3.780000000000000249e+00	7.199847438149873824e+00	3.441527075435639915e+01	4.920491578159090977e+02
3.790000000000000036e+00	7.207401004367778974e+00	3.452345081092165913e+01	4.915700326426883748e+02
3.800000000000000266e+00	7.214931406409155201e+00	3.463167075076394497e+01	4.910900972722383813e+02
3.810000000000000053e+00	7.222438760490380361e+00	3.473993043795873348e+01	4.906093721261701717e+02
3.820000000000000284e+00	7.229923182030974615e+00	3.484822973738929619e+01	4.901278773621461369e+02
3.830000000000000071e+00	7.237384785660410103e+00	3.495656851473977866e+01	4.896456328771708968e+02
3.839999999999999858e+00	7.244823685224851317e+00	3.506494663648827981e+01	4.891626583108422324e+02
3.850000000000000089e+00	7.252239993793829775e+00	3.517336396990007330e+01	4.886789730485577934e+02
3.859999999999999876e+00	7.259633823666852948e+00	3.528182038302090007e+01	4.881945962246841191e+02
3.870000000000000107e+00	7.267005286379942142e+00	3.539031574467031760e+01	4.877095467256817756e+02
3.879999999999999893e+00	7.274354492712113540e+00	3.549884992443511322e+01	4.872238431931940568e+02
3.890000000000000124e+00	7.281681552691783743e+00	3.560742279266282395e+01	4.867375040270923137e+02
3.899999999999999911e+00	7.288986575603122908e+00	3.571603422045530607e+01	4.862505473884864386e+02
3.910000000000000142e+00	7.296269669992334173e+00	3.582468407966236157e+01	4.857629912026935131e+02
3.919999999999999929e+00	7.303530943673880671e+00	3.593337224287549247e+01	4.852748531621707571e+02
3.930000000000000160e+00	7.310770503736640613e+00	3.604209858342163386e+01	4.847861507294099397e+02
3.939999999999999947e+00	7.317988456550015286e+00	3.615086297535707160e+01	4.842969011397960912e+02
3.950000000000000178e+00	7.325184907769955345e+00	3.625966529346128198e+01	4.838071214044270505e+02
3.959999999999999964e+00	7.332359962344953352e+00	3.636850541323097019e+01	4.833168283129015776e+02
3.970000000000000195e+00	7.339513724521954607e+00	3.647738321087412317e+01	4.828260384360663124e+02
3.979999999999999982e+00	7.346646297852224450e+00	3.658629856330408359e+01	4.823347681287326054e+02
3.990000000000000213e+00	7.353757785197151620e+00	3.669525134813378742e+01	4.818430335323564577e+02
4.000000000000000000e+00	7.360848288733992995e+00	3.680424144366996586e+01	4.813508505776832749e+02
4.009999999999999787e+00	7.367917909961565925e+00	3.691326872890744681e+01	4.808582349873617545e+02
4.020000000000000462e+00	7.374966749705886393e+00	3.702233308352355579e+01	4.803652022785223608e+02
4.030000000000000249e+00	7.381994908125743216e+00	3.713143438787248840e+01	4.798717677653235683e+02
4.040000000000000036e+00	7.389002484718225183e+00	3.724057252297985343e+01	4.793779465614654782e+02
4.049999999999999822e+00	7.395989578324194902e+00	3.734974737053718741e+01	4.788837535826718863e+02
4.060000000000000497e+00	7.402956287133704905e+00	3.745895881289655449e+01	4.783892035491406887e+02
4.070000000000000284e+00	7.409902708691360473e+00	3.756820673306520320e+01	4.778943109879627400e+02
4.080000000000000071e+00	7.416828939901635387e+00	3.767749101470030837e+01	4.773990902355101866e+02
4.089999999999999858e+00	7.423735077034130825e+00	3.778681154210372739e+01	4.769035554397948431e+02
4.099999999999999645e+00	7.430621215728788087e+00	3.789616820021682031e+01	4.764077205627950775e+02
4.110000000000000320e+00	7.437487451001045358e+00	3.800556087461534815e+01	4.759115993827561510e+02
4.120000000000000107e+00	7.444333877246949172e+00	3.811498945150437834e+01	4.754152054964578156e+02
4.129999999999999893e+00	7.451160588248211702e+00	3.822445381771332507e+01	4.749185523214553655e+02
4.139999999999999680e+00	7.457967677177226307e+00	3.833395386069094002e+01	4.744216530982923246e+02
4.150000000000000355e+00	7.464755236602026223e+00	3.844348946850043802e+01	4.739245208926826649e+02
4.160000000000000142e+00	7.471523358491201527e+00	3.855306052981460141e+01	4.734271685976695494e+02
4.169999999999999929e+00	7.478272134218768130e+00	3.866266693391102649e+01	4.729296089357522419e+02
4.179999999999999716e+00	7.485001654568986140e+00	3.877230857066734160e+01	4.724318544609892569e+02
4.190000000000000391e+00	7.491712009741135603e+00	3.888198533055649619e+01	4.719339175610731445e+02
4.200000000000000178e+00	7.498403289354245160e+00	3.899169710464207128e+01	4.714358104593797520e+02
4.209999999999999964e+00	7.505075582451776306e+00	3.910144378457375325e+01	4.709375452169917367e+02
4.219999999999999751e+00	7.511728977506261451e+00	3.921122526258267982e+01	4.704391337346957584e+02
4.230000000000000426e+00	7.518363562423899360e+00	3.932104143147699915e+01	4.699405877549547199e+02
4.240000000000000213e+00	7.524979424549106177e+00	3.943089218463731527e+01	4.694419188638560740e+02
4.250000000000000000e+00	7.531576650669019379e+00	3.954077741601234663e+01	4.689431384930332456e+02
4.259999999999999787e+00	7.538155327017967089e+00	3.965069702011450659e+01	4.684442579215649971e+02
4.270000000000000462e+00	7.544715539281886763e+00	3.976065089201554770e+01	4.679452882778501817e+02
4.280000000000000249e+00	7.551257372602705686e+00	3.987063892734229142e+01	4.674462405414579962e+02
4.290000000000000036e+00	7.557780911582682393e+00	3.998066102227239327e+01	4.669471255449561227e+02
4.299999999999999822e+00	7.564286240288701002e+00	4.009071707353011504e+01	4.664479539757152224e+02
4.310000000000000497e+00	7.570773442256528263e+00	4.020080697838216821e+01	4.659487363776897269e+02
4.320000000000000284e+00	7.577242600495033287e+00	4.031093063463357851e+01	4.654494831531791874e+02
4.330000000000000071e+00	7.583693797490359323e+00	4.042108794062361454e+01	4.649502045645633643e+02
4.339999999999999858e+00	7.590127115210068887e+00	4.053127879522177324e+01	4.644509107360190114e+02
4.350000000000000533e+00	7.596542635107235597e+00	4.064150309782370840e+01	4.639516116552132416e+02
4.360000000000000320e+00	7.602940438124507594e+00	4.075176074834736539e+01	4.634523171749760309e+02
4.370000000000000107e+00	7.609320604698129209e+00	4.086205164722895233e+01	4.629530370149512919e+02
4.379999999999999893e+00	7.615683214761927111e+00	4.097237569541916713e+01	4.624537807632282806e+02
4.389999999999999680e+00	7.622028347751253818e+00	4.108273279437925396e+01	4.619545578779516291e+02
4.400000000000000355e+00	7.628356082606901900e+00	4.119312284607727292e+01	4.614553776889111418e+02
4.410000000000000142e+00	7.634666497778977323e+00	4.130354575298427022e+01	4.609562493991126075e+02
4.419999999999999929e+00	7.640959671230734607e+00	4.141400141807058333e+01	4.604571820863275207e+02
4.429999999999999716e+00	7.647235680442382666e+00	4.152448974480213906e+01	4.599581847046246139e+02
4.440000000000000391e+00	7.653494602414848913e+00	4.163501063713678008e+01	4.594592660858811541e+02
4.450000000000000178e+00	7.659736513673512270e+00	4.174556399952064822e+01	4.589604349412767306e+02
4.459999999999999964e+00	7.665961490271901546e+00	4.185614973688458207e+01	4.584616998627672615e+02
4.469999999999999751e+00	7.672169607795355617e+00	4.196676775464059261e+01	4.579630693245401289e+02
4.480000000000000426e+00	7.678360941364653414e+00	4.207741795867830348e+01	4.574645516844523740e+02
4.490000000000000213e+00	7.684535565639614596e+00	4.218810025536149055e+01	4.569661551854508730e+02
